time,E1C1,E1C2,E1C3,E1C4,E1C5,E1C6,E1C7,E1C8
0.0025321012840513624,-0.08776657663042264,-0.014678640304087108,-0.01471186909363655,-0.014718467462262148,-0.005255032712385454,-0.005449365111782126,-0.0054774043153764706,-0.0025355465522639243
0.0025341013640545625,-0.08776340781514583,-0.014678080145706573,-0.01471131029357497,-0.014717906139060051,-0.005254806652607364,-0.005449141183325319,-0.00547717845014542,-0.0025354343776449904
0.0025361014440577626,-0.08776582192798607,-0.014678515721003522,-0.014711743505291985,-0.014718342419971598,-0.005254991785395105,-0.00544931990110998,-0.005477359389284948,-0.002535526242330589
0.0025381015240609627,-0.0877626307271223,-0.01467795171867573,-0.014711180874400768,-0.014717777246302802,-0.0052547642220846895,-0.005449094487623024,-0.005477132023974527,-0.0025354133507464807
0.0025401016040641627,-0.08776502237019146,-0.014678383435570371,-0.014711610240882241,-0.01471820966226802,-0.005254947845687111,-0.005449271714793473,-0.0054773114573941,-0.0025355044957711442
0.002542101684067363,-0.08776180861619401,-0.01467781556052614,-0.01471104375049007,-0.014717640609314497,-0.0052547187675933095,-0.0054490448051626355,-0.005477082580778093,-0.0025353908818565615
0.002544101764070563,-0.0877641776235903,-0.014678243390531484,-0.014711469243345952,-0.014718069131798064,-0.005254900870869312,-0.005449220530714044,-0.005477260497361514,-0.0025354813019074778
0.002546101844073763,-0.08776094115220857,-0.014677671614567126,-0.014710898865345202,-0.01471749617130828,-0.005254670266961435,-0.005448992114043782,-0.005477030098434059,-0.0025353669604022888
0.0025481019240769635,-0.08776328736133641,-0.014678095529763414,-0.014711320456750943,-0.01471792077234306,-0.005254850838991041,-0.005449166327190156,-0.005477206487286057,-0.0025354566502721557
0.0025501020040801636,-0.08776002801163031,-0.014677519825243202,-0.014710746163600135,-0.014717343876634354,-0.005254618698459795,-0.005448936392804065,-0.0054769745552625815,-0.0025353415760218886
0.0025521020840833636,-0.08776235126321136,-0.014677939798279823,-0.014711163826298468,-0.014717764528823403,-0.00525479772854482,-0.005449109082978973,-0.005477149405709659,-0.002535430530609258
0.0025541021640865637,-0.08775906887756849,-0.014677360138138919,-0.014710585591025237,-0.014717183670785098,-0.0052545640408034585,-0.005448877620420899,-0.005476915930027989,-0.002535314718565638
0.002556102244089764,-0.08776136901565598,-0.014677776142236806,-0.014710999298328633,-0.014717600347303862,-0.0052547415184685115,-0.005449048777278454,-0.0054770892316193,-0.002535402932875371
0.002558102324092964,-0.08775806343980076,-0.014677192499982894,-0.01471041709453133,-0.014717015500398757,-0.0052545062731533905,-0.00544881577631313,-0.005476854201940329,-0.002535286378096592
0.002560102404096164,-0.08776034031179418,-0.014677604508937124,-0.01471082682032465,-0.014717428174998014,-0.005254682188146882,-0.005448985389728937,-0.005477025944448745,-0.002535373847240355
0.002562102484099364,-0.08775701139480331,-0.014677016858653004,-0.014710240622174858,-0.014716839313264962,-0.005254445375118558,-0.005448750840342987,-0.005476789350657401,-0.0025352565448915963
0.002564102564102564,-0.08775926485146134,-0.01467742484683488,-0.014710646340917335,-0.014717247960272626,-0.005254619717413509,-0.00544891890041502,-0.005476959524080266,-0.0025353432640882463
0.0025661026441057646,-0.08775591244577635,-0.014676833163180648,-0.014710056123162172,-0.01471665505832888,-0.005254381326757535,-0.005448682792817795,-0.005476721356286436,-0.002535225209442064
0.0025681027241089647,-0.08775814234122695,-0.014677237105539634,-0.014710457809889308,-0.014717059652651953,-0.005254554086552276,-0.0054488492898670205,-0.005476889950846336,-0.0025353111740179673
0.0025701028041121648,-0.08775476630266757,-0.014676641363754938,-0.01470986354785365,-0.014716462685695323,-0.00525431410858015,-0.005448611614491506,-0.005476650199385677,-0.002535192362454739
0.002572102884115365,-0.08775697249442316,-0.014677041235821127,-0.014710261178179838,-0.014716863202822601,-0.0052544852762993685,-0.0054487765390629625,-0.00547681720553145,-0.002535277567844293
0.002574102964118565,-0.08775357268219709,-0.014676441411726922,-0.01470966284776793,-0.014716262146633081,-0.005254243701549102,-0.005448537286566373,-0.005476575860966068,-0.002535157994852496
0.002576103044121765,-0.08775575503116569,-0.014676837189612903,-0.014710056397888138,-0.01471665856263677,-0.0052544132678445,-0.005448700629429811,-0.005476741269373447,-0.002535242436598421
0.002578103124124965,-0.08775233130788329,-0.014676233259613848,-0.014709453975586132,-0.014716053393579244,-0.005254170087081676,-0.005448459790694615,-0.005476498322492916,-0.0025351220977751234
0.002580103204128165,-0.08775448967837897,-0.014676624920016677,-0.014709843422277977,-0.014716445685117078,-0.005254338042832806,-0.005448621542845267,-0.005476662124065375,-0.0025352057715288794
0.0025821032841313657,-0.08775104191006268,-0.014676016861102885,-0.014709236885155663,-0.014715836380142804,-0.0052540932470511795,-0.005448379108979779,-0.005476417565887318,-0.002535084662580029
0.0025841033641345657,-0.08775317616981831,-0.014676404381306078,-0.014709622205781413,-0.014716224524459944,-0.005254259583366157,-0.005448539261639216,-0.0054765797517567875,-0.0025351675641021466
0.002586103444137766,-0.0877497042259133,-0.01467579217105488,-0.014709011531493845,-0.01471561106110846,-0.005254013163788379,-0.005448295223978319,-0.005476333573527629,-0.002535045680842936
0.002588103524140966,-0.08775181424609135,-0.014676175528930387,-0.014709392704002282,-0.01471599503603956,-0.005254177872004672,-0.00544845376859507,-0.0054764941350553395,-0.002535127806003408
0.002590103604144166,-0.08774831799947838,-0.014675559145508497,-0.014708777870792103,-0.014715377392440759,-0.005253929820083112,-0.005448208118701048,-0.005476246328251099,-0.0025350051443586486
0.002592103684147366,-0.08775040365467968,-0.01467593831951817,-0.01470915487372005,-0.014715757176411442,-0.00525409289176815,-0.00544836504695126,-0.005476405257028056,-0.0025350864891371793
0.002594103764150566,-0.08774688298168412,-0.014675317741683343,-0.014708535860419108,-0.014715135331287332,-0.005253843199185568,-0.005448117776614406,-0.005476155813355067,-0.0025349630451416256
0.002596103844153766,-0.08774894414995943,-0.014675692710880936,-0.014708908672893435,-0.014715510903316058,-0.005254004626137465,-0.0054482730804026195,-0.0054763131012029,-0.0025350436056280263
0.0025981039241569663,-0.0877453989303606,-0.01467506791798345,-0.014708285458924103,-0.014714884835982215,-0.005253753284807555,-0.005448024181641885,-0.005476062012598316,-0.0025349193754266486
0.002600104004160167,-0.08774743549322146,-0.014675438662016402,-0.014708654060663523,-0.01471525617568223,-0.005253913059055871,-0.005448177853101654,-0.00547621765156997,-0.00253499914782117
0.002602104084163367,-0.08774386561026312,-0.014674809634000944,-0.01470802662604086,-0.014714625866049652,-0.005253660061124027,-0.005447927318165285,-0.005475964910202527,-0.0025348741276694942
0.002604104164166567,-0.08774587745268848,-0.014675176133111704,-0.01470839099735709,-0.014714992953630213,-0.005253818174930211,-0.005448079349659747,-0.005476118892582722,-0.002534953108283031
0.002606104244169767,-0.08774228279308868,-0.01467454285051902,-0.014707759322690238,-0.014714358382206956,-0.005253563512774174,-0.005447827171025971,-0.005475864490853385,-0.002534827294547465
0.002608104324172967,-0.08774426980353625,-0.01467490508554675,-0.014708119444489938,-0.014714721198475108,-0.005253719958632264,-0.005447977555148503,-0.005476016809159371,-0.002534905479801945
0.002610104404176167,-0.08774065025749399,-0.014674267529514763,-0.014707483510983317,-0.014714082346367521,-0.0052534636248625305,-0.005447723725525966,-0.00547576073970177,-0.0025347788689599636
0.0026121044841793672,-0.08774261232790823,-0.014674625481896872,-0.014707839364769488,-0.01471444087272959,-0.005253618395499761,-0.005447872455100738,-0.00547591138668385,-0.0025348562553885725
0.0026141045641825673,-0.08773896778911495,-0.014673983634162748,-0.014707199154224906,-0.014713797721644203,-0.005253360382960407,-0.005447616967429261,-0.00547565364236506,-0.002534728844029122
0.002616104644185768,-0.08774090481493464,-0.014674337285936154,-0.014707550722098114,-0.014714151940107056,-0.005253513471337692,-0.005447764035511775,-0.005475802611007105,-0.0025348054282765577
